N° LIVRE;N° ISBN;TITRE;AUTEUR;EPOQUE;NATIONALITE;GENRE;SOUS GENRE;CATEGORIE LECTEUR;COMMENTAIRE;REF BIBLI;PRESENT;DATE EMPRUNT;EMPRUNTEUR;RETOUR PREVU
135;9782253032601;HUIT JOURS EN ETE;CAUVIN PATRICK;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CAU;;;;
136;9782020069237;GLOIRE DE DINA-LA;DEL CASTILLO MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;ROMAN D'AMOUR FILS MERE;RRO-DEL;;;;
137;9782940070;GRANDES ENIGMES D'INTERPOL;HONORIN MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;TOUT PUBLIC;ENQUETES D'INTERPOL;RPO-HON;;;;
138;97862044541;SCENES DE LA VIE FUTURE;DUHAMEL GEORGES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-DUH;;;;
139;9782277236597;BOURELLE-LA;CLAVEL BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;QUEBEC 1700, Pour survivre, elle épouse le bourreau;RRO-CLA;;;;
140;9782266008455;PLANETE DES SINGES-LA;BOULLE PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SF SCIENCE FICTION;TOUT PUBLIC;;RSF-BOU;;;;
141;9782266000462;CHEMINS DE KATMANDOU-LES;BARJAVEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BAR;;;;
142;9782266001213;GRAND SECRET-LE;BARJAVEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BAR;;;;
143;97860114661;NUIT DES TEMPS-LA;BARJAVEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BAR;;;;
144;978052133544;MOUSSON-LA;BROMFIELD LOUIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;ROMAN SUR LES INDES MODERNES - 1962;RRO-BRO;;;;
145;978139776;GRANDE EVASION-LA;BRICKHILL PAUL;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;HISTORIQUE;TOUT PUBLIC;RECIT D'UNE EVASION D'UN CAMP DE PRISONNIERS;RHI-BRI;;;;
146;9782253008361;K;BUZZATI DINO;CONTEMPORAINE (+19°);ITALIEN;ROMAN;ROMAN;TOUT PUBLIC;NOUVELLES;RRO-BUZ;;;;
147;9782265003808;INCORRIGIBLE-L';BRAUN M-G;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ESPIONNAGE;ADULTE;;RES-BRA;;;;
148;9782081624801;TOUR B2 MON AMOUR;BOTTERO PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BOT;;;;
149;9782277214816;DIX JOURS DE REVE;DE BURON NICOLE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DE ;;;;
150;9782081613720;CHICOUTIMI;BUSINO JEAN JACQUES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BUS;;;;
151;9782266233897;AVION SANS ELLE-UN;BUSSI MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-BUS;;;;
152;9786988623134;VIVRE A MOSCOU;BORTOLI GEORGES;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;ADULTE;RECITS DE 3 ANS A MOSCOU - 1969;DHI-BOR;;;;
153;9782253046660;COREEN-LE;BORNICHE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-BOR;;;;
154;9782266001566;PONT DE LA RIVIERE KWAI-LE;BOULLE PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;DONT FUT TIRE LE FILM EPONYME;RHI-BOU;;;;
155;9782298032949;TEMPS DES MIRACLES-LE;BONDOUX ANNE LAURE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BON;;;;
156;;LES NUITS SECRETES DE PARIS;BRETON GUY;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-BRE;;;;
157;;RETRAITE MANQUEE-LA;BUSSON JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;RECITS DE CHASSES ET DE FORETS. - dédicace de l'auteur;RRO-BUS;;;;
158;;OBERLE-LES;BAZIN RENE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BAZ;;;;
159;9782724213947;DAME DE BEAUTE-LA;BOURIN JEANNE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-BOU;;;;
160;9782724210786;LJEU DE LA TENTETION-LE;BOURIN JEANNE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-BOU;;;;
161;9782363601667;ASSASSIN A LA POMME VERTE-L';CARLIER CHRISTOPHE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-CAR;;;;
162;;EPERVIER DE MAHEUX-L';CARRIERE JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;PRIX GONCOURT 1972;RRO-CAR;;;;
163;9782744147435;LIT D'ALIENOR-LE;CALMEL MIREILLE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;;RHI-CAL;;;;
164;9782226036193;A L'HEURE OU LES HOMBRES S'ALLONGENT;BRUCKBERGER R.L;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;ADULTE;MEMOIRES DU PERE BRUCKBERGER;RBI-BRU;;;;
165;9782744125768;NEIGE FOND TOUJOURS AU PRINTEMPS-LA;BORDES GILBERT;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;2 EXEMPLAIRES;RRO-BOR;;;;
166;9782744177822;JUSTE UN COIN DE CIEL BLEU;BORDES GILBERT;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BOR;;;;
167;9782724200675;CROIX DE MA MERE-LA;BONHEUR GASTON;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BON;;;;
168;;J'OSE;DES CARS GUY;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-DES;;;;
169;9782253028697;CHENES VERTS-LES;CASTER SYLVIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-CAS;;;;
170;9783792002800;SILENCE DES PIERRES-LE;DEL CASTILLO MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DEL;;;;
171;9782744151580;SOLEIL D'AUTOMNE;BERG ELISABETH;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BER;;;;
172;9782744122165;NOM DE LA REINE-AU;BOUCHENOT DECHIN +PATRICIA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;;RHI-BOU;;;;
173;;DESERT BLEU-LE;DE CESCO FREDERICA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DE ;;;;
174;978225+3004096;REBELLES-LES;CHABROL JEAN PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-CHA;;;;
175;97821890001600;CREVE CEVENNE-LE;CHABROL JEAN PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-CHA;;;;
176;9782724229134;FOURCHE AUX LOUPS-LA;CLEMENT MAINARD MICHELLE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CLE;;;;
177;;SEIGNEURS DU PONANT-LES;CERF MURIEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-CER;;;;
178;9782724215869;TOUJOURS PLUS;DE CLOSETS FRANCOIS;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;SOCIAL;TOUT PUBLIC;;DSO-DE ;;;;
179;9782298023039;HEURE DE JULIETTE-L';CHABROL ELSA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RRO-CHA;;;;
180;;ROIS MAUDITS-LES - 1 LE ROI DE FER;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
181;;ROIS MAUDITS-LES - 2 LA REINE ETANGLEE;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
182;;ROIS MAUDITS-LES - 3 LES POISONS DE LA COURONNE;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
183;;ROIS MAUDITS-LES - 4 LALOI DES MALES;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
184;;ROIS MAUDITS-LES - 5 LA LOUVE DE France 1;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
185;;ROIS MAUDITS-LES - 6 LA LOUVE DE France 2;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
186;;ROIS MAUDITS-LES - 7 LE LIS ET LE LION 1;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
187;;ROIS MAUDITS-LES - 8 LE LIS ET LE LION 2;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
188;;ROIS MAUDITS-LES - 9 QUAND UN ROI PERD LA France;DRUON MAURICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;histoire des rois de France maudits par les TEMPLIERS;RHI-DRU;;;;
189;9782266064460;GRANDS VOYAGEURS-LES;VILLERS CLAUDE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;26 HISTOIRES DES GRANDS VOYAGEURS HISTORIQUES;RHI-VIL;;;;
190;9782290302637;PLONGEES PROFONDES;MONOD THEODORE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;TOUT PUBLIC;RECIT DES PRMEIERS ESSAIS DE BATHYSCAPHE;DHI-MON;;;;
191;9782221000676;TRANSSIBERIENNES-LES;LANZMANN JACQUES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-LAN;;;;
192;;HOMME ET DES BETES-UN;OWL GREY;CONTEMPORAINE (+19°);ANGLAIS/USA;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;UN CANADIEN DANS LE GRAND NORD;DBI-OWL;;;;
193;9787258036109;TAMBOURS SAUVAGES-LES;PEYRAMAURE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;MILIEU XVII°, 2 JEUNES Français VONT S'ETABLIR A LA NOUVELLE France;RHI-PEY;;;;
194;9782211108317;AUSSI LOIN QUE POSSIBLE;PESSAN ERIC;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;2 JEUNES EN FUGUE;RRO-PES;;;;
195;9782253034018;REINE BLANCHE-LA;PERNOUD REGINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;HISTOIRE DE BLANCHE DE CASTILLE;RHI-PER;;;;
196;9782070334360;GUERRE DES BOUTONS-LA;PERGAUD LOUIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PER;;;;
197;9782070384655;PETITE MARCHANDE DE PROSE-LA;PENNAC DANIEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PEN;;;;
198;9782070769179;CHAGRIN D'ECOLE;PENNAC DANIEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PEN;;;;
199;9782724247957;SELVA SAUVAGE;PASTEUR JEROMINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PAS;;;;
200;97827441683227;DEUXIEME FEMME-LA;PARSONS TONY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PAR;;;;
201;9782709620376;ENIGME DES BLANCS-MANTEAUX-L';PAROT JEAN FRANCOIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;TOUT PUBLIC;UNE ENQUETE SOUS LOUIS XV;RPO-PAR;;;;
202;9782266002031;BOUTS DE BOIS DE DIEU-LES;OUSMANE SEMBENE;CONTEMPORAINE (+19°);AFRICAIN;ROMAN;ROMAN;TOUT PUBLIC;RECIT D'UNE GREVE A BAMAKO EN 1947;RRO-OUS;;;;
203;3010000091998;ENCORE UNE DANSE;PANCOL KATHERINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PAN;;;;
204;;HOTE INCONNU-L';ORDEIL LOUIS V.;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-ORD;;;;
205;9782714442444;HERITIERE DES MONTAUBAN-L';D'ONAGLIA FREDERICK;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-D'O;;;;
206;9782221095355;VOYEZ COMME ON DANSE;D'ORMESSON JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-D'O;;;;
207;9782070376664;JOIE-SOUFFRANCE-LA -T1;OLDENBOURG ZOE;CONTEMPORAINE (+19°);RUSSE;ROMAN;ROMAN;TOUT PUBLIC;;RRO-OLD;;;;
208;9782070376674;JOIE-SOUFFRANCE-LA -T2;OLDENBOURG ZOE;CONTEMPORAINE (+19°);RUSSE;ROMAN;ROMAN;TOUT PUBLIC;;RRO-OLD;;;;
209;9782221138588;BONNE A REMARIER;OHAYON SYLVIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-OHA;;;;
210;9782724229843;FETE DES PERES-LA;NOURISSIER FRANCOIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-NOU;;;;
211;9782744109258;FALOURDE-LA;NOULLET HENRY;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-NOU;;;;
212;9782226242969;BARBE BLEUE;NOTHOMB AMELIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-NOT;;;;
213;9782226318091;CRIME DU COMTE NEVILLE-LE;NOTHOMB AMELIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-NOT;;;;
214;9782253020417;NOSTALGIE HEUREUSE-LA;NOTHOMB AMELIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-NOT;;;;
215;9783806607411;COMME LE VENT SUR LA PLAINE;NOEL DENISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-NOE;;;;
216;;LIONS SONT LAHES-LES;NICOLE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-NIC;;;;
217;9782266166607;BAL DES CELIBATAIRES-LE;PEYRAMAURE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PEY;;;;
218;9782221011195;PRINTEMPS DES PIERRES-LE;PEYRAMAURE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;QUAND NOTRE DAME DE PARIS SORTAIT DE TERRE;RHI-PEY;;;;
219;;CROIX DU SUD;PEYRE JOSEPH;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PEY;;;;
220;;MATTERHORN;PEYRE JOSEPH;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PEY;;;;
221;9782724296680;JEUNE FILLE DE LAVANT SCENE-LA;PIAT JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PIA;;;;
222;;CREPUSCULE DES PURS;PIOT ANDRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PIO;;;;
223;9782724222857;BAL DU GOUVERNEUR-LE;PISIER MARIE France;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PIS;;;;
224;9782724212339;AMOUR NU-L';PREVOST FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PRE;;;;
225;9782724239687;SOUPE AU CAILLOUX;PROVIS MARTINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SOCIAL;TOUT PUBLIC;HISTOIRE D'UNE ENFANT MARTYRE;RSO-PRO;;;;
226;9782277218319;CLES DU NIRVANA-LES;RAMPA T. LOBSANG;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;RELIGION-ESOTERISME;TOUT PUBLIC;PRECEPTES DES LAMAS THIBETAINS POUR ACCEDER AU MONDE ASTRAL;DRE-RAM;;;;
227;9782221085196;EXPERIENCE DE LA DIXIEME PROPHETIE-L';REDFIELD JAMES;CONTEMPORAINE (+19°);ANGLAIS/USA;DOCUMENT;RELIGION-ESOTERISME;ADULTE;ATTEINDRE L'HARMONIE INTERIEUERE -EXERCICES PRATIQUES ET CONSEILS;DRE-RED;;;;
228;978272426486X;MALICORNE;REEVES HUBERT;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;SCIENCES ET TECHNIQUES;TOUT PUBLIC;REFLEXIONS D'UN OBSERVATEUR DE LA NATURE;DSC-REE;;;;
229;;KIMONO KERN;REVEST MARC;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ESPIONNAGE;TOUT PUBLIC;;RES-REV;;;;
230;9782744103969;JE NE TE DIRAI JAMAIS ADIEU;REY ANNA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-REY;;;;
231;9782298124101;QUAND L'IMPREVU S'EN MELE;RIVA ALEX;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-RIV;;;;
232;9782253008656;CELA S'APPELLE L'AURORE;ROBLES EMMANUEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-ROB;;;;
233;;HAUTEURS DE LA VILLE-LES;ROBLES EMMANUEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-ROB;;;;
234;9782253002941;PETITS ENFANTS DU SIECLE-LES;ROCHEFORT CHRISTIANE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-ROC;;;;
235;;JESUS EN SON TEMPS;ROPS DANIEL;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;TOUT PUBLIC;;DHI-ROP;;;;
236;9782253025689;GUERRE DU FEU-LA;ROSNY-AINE  J.H;CONTEMPORAINE (+19°);BELGE;ROMAN;ROMAN;JEUNESSE;LA VIE PROBABLE DE NOS ANCETRES PREHISTORIQUE;RRO-ROS;;;;
237;9782724272846;ENFANCE EN ALSACE-UNE;ROSSIGNOL ELISA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;TEMOIGNAGES DE LA VIE EN ALSACE PENDANT LA GUERRE DE 1914;RHI-ROS;;;;
238;97827242221680;BARONNE RENTRE A CINQ HEURES-LA;ROTHSCILD NADINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;TOUT PUBLIC;LA VIE EXCEPTIONNELLE DE LA BARONNE;RBI-ROT;;;;
239;9782744149985;MARY L'IRLANDAISE;ROUY MARYSE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;RECIT D'UNE EMIGREE MALGRE ELLE AU QUEBEC DES ANNEES1830;RRO-ROU;;;;
240;9782081416932;SUSPENDU DE CONAKRY-LE;RUFIN JEAN CHRISTOPHE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-RUF;;;;
241;9782724215818;NUAGE ET LA FOUDRE-LE;RYCK FRANCIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;THRILLER;ADULTE;;RTH-RYC;;;;
242;9782298030518;CORDONNIER DE LA RUE TRISTE-LE;SABATIER ROBERT;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;LE APRIS POPULAIRE SOUS L'OCCUPATION;RRO-SAB;;;;
243;;NOISETTES SAUVAGES-LES;SABATIER ROBERT;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;LA SUITE DES SUCETTES SUEDOISES ET DE 3 SUCETTES A LA MENTHE;RRO-SAB;;;;
244;9782081421196;DANS LES PAS DE BARBARA DAVALO;SADLER MELANIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SAD;;;;
245;;LOLA MONTES;SAINT-LAURENT CECIL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SAI;;;;
246;9782070179640;SENTIMENT DE L'INACHEVE-LE;SAMPIERO DOMINIQUE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SAM;;;;
247;;FAUT-IL VOUS L'ENVELOPPER;SAN ANTONIO;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-SAN;;;;
248;9782253175681;FEMME AU MIROIR-LA;SCHMITT ERIC EMMANUEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SCH;;;;
249;;317° SECTION-LA;SCHOENDOERFFER PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;RECITS SUR LA GUERRE D'INDOCHINE PAR UN CORRESPONDANT DE GUERRE;RHI-SCH;;;;
250;;CLOS DU ROI-LE;SCIPION MARCEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;MEMOIRES D'UN BERGER DES ALPES;RRO-SCI;;;;
251;;HOMME QUI MARCHAIT DANS SA TETE-L';SEGAL PATRICK;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;TOUT PUBLIC;JOURNAL DE VOYAGES AUTOUR DU MONDE EN FAUTEUIL ROULANT;RBI-SEG;;;;
252;978285616157X;PROPHETIE;SELTZER DAVID;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-SEL;;;;
253;9782724241150;CORBEAUX D'ALEP-LES;SEURAT MARIE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;ADULTE;DE LA FEMME DE MICHEL SEURAT, PRIS EN OTAGE AU LIBAN PAR DES INTEGRISTES MUSULMANS;DBI-SEU;;;;
254;9782757822586;ABSOLUMENT DE-BOR-DEE;SHEPARD ZOE;CONTEMPORAINE (+19°);FRANCAIS;HUMOUR;ROMAN;ADULTE;OU LE PARADOXE DU FONCTIONNAIRE;HRO-SHE;;;;
255;9782258068032;COUR DE RECRE-LA;SICCARDI JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SIC;;;;
256;978222107579X;AME DE LA VALLEE-L';SIGNOL CHRISTIAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;"3° VOLET DE ""LA RIVIERE ESPERANCE""";RRO-SIG;;;;
257;9782221053427;CHEMINS D'ETOILES-LES;SIGNOL CHRISTIAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SIG;;;;
258;9782298003031;DAMES DE LA FERRIERE-LES;SIGNOL CHRISTIAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SIG;;;;
259;978272427010X;ADELINE EN PERIGORD;SIGNOL CHRISTIAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SIG;;;;
260;9782724260120;MARIE DES BREBIS;SIGNOL CHRISTIAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SIG;;;;
261;9782702154397;MEUTRES D'OUTRE TOMBE;SIMONAY BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-SIM;;;;
262;9782221135167;AVIS A MON EXECUTEUR;SLOCOMBRE ROMAIN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;THRILLER;ADULTE;UN PORTRAT DU TOTALITARISME BOLCHEVIQUE;RTH-SLO;;;;
263;9782253006645;JOURNAL D'UNE FEMME EN BLANC;SOUBIRAN ANDRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SOU;;;;
264;9791032900710;CES REVES QU'ON PIETINE;SPITZER SEBASTIEN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SPI;;;;
265;;NOUVELLES MILLE ET UNE NUITS - LE CLUB DU SUICIDE;STEVENSON ROBERT LOUIS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-STE;;;;
266;9782253033127;CASH!;SULITZER PAUL LOUP;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-SUL;;;;
267;;FOIS NE SUFFIT PAS-UNE;SUSAN JACQUELINE;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-SUS;;;;
268;;FRANCOIS, L'INCESTUEUX;TCHELI BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-TCH;;;;
